SalePrice,Condition2_RRAn,ExterCond_Po,BsmtCond_Po,Heating_Floor,SaleType_Con,Exterior2nd_Other,SaleCondition_Alloca,LotArea,Neighborhood_Veenker,OverallQual,KitchenQual_Ex,Neighborhood_NoRidge,Neighborhood_NridgHt,FireplaceQu_Ex,ExterQual_Ex,Heating_Grav,SaleCondition_Partial,SaleType_New,BsmtQual_Ex,GarageCars,Exterior2nd_CmentBd,Condition2_PosN,GrLivArea,Exterior1st_CemntBd,GarageArea,ExterQual_Gd,ExterQual_TA,LandContour_HLS,Foundation_Stone,FullBath
129500.0,0,0,0,0,0,0,0,11200,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1040,0,384.0,0,1,0,0,1
345000.0,0,0,0,0,0,0,0,11924,0,9,1,0,1,0,1,0,1,1,1,3.0,0,0,2324,0,736.0,0,0,0,0,3
144000.0,0,0,0,0,0,0,0,12968,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,912,0,352.0,0,1,0,0,1
279500.0,0,0,0,0,0,0,0,10652,0,7,0,0,0,0,0,0,1,1,0,3.0,0,0,1494,0,840.0,1,0,0,0,2
157000.0,0,0,0,0,0,0,0,10920,0,6,0,0,0,0,0,0,0,0,0,1.0,0,0,1253,0,352.0,0,1,0,0,1
132000.0,0,0,0,0,0,0,0,6120,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,854,0,576.0,0,1,0,0,1
149000.0,0,0,0,0,0,0,0,11241,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1004,0,480.0,0,1,0,0,1
90000.0,0,0,0,0,0,0,0,10791,0,4,0,0,0,0,0,0,0,0,0,2.0,0,0,1296,0,516.0,0,1,0,0,2
159000.0,0,0,0,0,0,0,0,13695,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1114,0,576.0,0,1,0,0,1
139000.0,0,0,0,0,0,0,0,7560,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1339,0,294.0,0,1,0,0,1
325300.0,0,0,0,0,0,0,0,14215,0,8,0,0,1,0,0,0,1,1,1,3.0,0,0,2376,0,853.0,1,0,0,0,3
139400.0,0,0,0,0,0,0,0,7449,0,7,0,0,0,0,0,0,0,0,0,1.0,0,0,1108,0,280.0,0,1,0,0,1
230000.0,0,0,0,0,0,0,0,9742,0,8,0,0,0,0,0,0,0,0,0,2.0,0,0,1795,0,534.0,1,0,0,0,2
129900.0,0,0,0,0,0,0,0,4224,0,5,0,0,0,0,0,0,0,0,0,2.0,1,0,1060,1,572.0,0,1,0,0,1
154000.0,0,0,0,0,0,0,0,8246,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1060,0,270.0,0,1,0,0,1
256300.0,0,0,0,0,0,0,0,14230,0,8,0,0,1,0,0,0,0,0,0,3.0,0,0,1600,0,890.0,1,0,0,0,2
134800.0,0,0,0,0,0,0,0,7200,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,900,0,576.0,0,1,0,0,1
306000.0,0,0,0,0,0,0,0,11478,0,8,0,0,1,0,0,0,0,0,1,3.0,0,0,1704,0,772.0,1,0,0,0,2
207500.0,0,0,0,0,0,0,0,16321,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1600,0,319.0,0,1,0,0,1
68500.0,0,0,0,0,0,0,0,6324,0,4,0,0,0,0,0,0,0,0,0,1.0,0,0,520,0,240.0,0,1,0,0,1
40000.0,0,0,0,0,0,0,0,8500,0,4,0,0,0,0,0,0,0,0,0,1.0,0,0,1317,0,250.0,0,1,0,0,1
149350.0,0,0,0,0,0,0,0,8544,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1228,0,271.0,0,1,0,0,1
179900.0,0,0,0,0,0,0,0,11049,0,8,0,0,0,0,0,0,0,0,1,2.0,0,0,1234,0,484.0,1,0,0,0,2
165500.0,0,0,0,0,0,0,0,10552,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1700,0,447.0,0,1,0,0,1
277500.0,0,0,0,0,0,0,0,7313,0,9,1,0,1,0,1,0,0,0,1,2.0,0,0,1561,0,556.0,0,0,0,0,2
309000.0,0,0,0,0,0,0,0,13418,0,8,0,0,1,0,0,0,0,0,1,3.0,0,0,2452,0,691.0,1,0,0,0,3
145000.0,0,0,0,0,0,0,0,10859,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1097,0,672.0,0,1,0,0,1
153000.0,0,0,0,0,0,0,0,8532,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1297,0,498.0,0,1,0,0,1
109000.0,0,0,0,0,0,0,0,7922,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1057,0,246.0,0,1,0,0,1
82000.0,0,0,0,0,0,0,0,6040,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,1152,0,0.0,0,1,0,0,2
160000.0,0,0,0,0,0,0,0,8658,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1324,0,440.0,0,1,0,0,2
170000.0,0,0,0,0,0,0,0,16905,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1328,0,308.0,0,1,0,0,1
144000.0,0,0,0,0,0,0,0,9180,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,884,0,504.0,0,1,0,0,1
130250.0,0,0,0,0,0,0,0,9200,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,938,0,308.0,0,1,0,0,1
141000.0,0,0,0,0,0,0,0,7945,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1150,0,300.0,0,1,0,0,1
319900.0,0,0,0,0,0,0,0,7658,0,9,1,0,1,0,1,0,0,0,1,2.0,0,0,1752,0,576.0,0,0,0,0,2
239686.0,0,0,0,0,0,0,0,12822,0,7,0,0,0,1,0,0,0,0,1,2.0,0,0,2149,0,670.0,1,0,0,0,1
249700.0,0,0,0,0,0,0,0,11096,0,8,0,0,0,0,0,0,0,0,0,3.0,0,0,1656,0,826.0,1,0,0,0,2
113000.0,0,0,0,0,0,0,0,4456,0,4,0,0,0,0,0,0,1,1,0,0.0,0,0,1452,0,0.0,0,1,0,0,2
127000.0,0,0,0,0,0,0,0,7742,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,955,0,386.0,0,1,0,0,1
177000.0,0,0,0,0,0,0,0,13869,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1470,0,388.0,0,1,0,0,2
114500.0,0,0,0,0,0,0,0,6240,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1176,0,528.0,0,1,0,0,1
110000.0,0,0,0,0,0,0,0,8472,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,816,0,516.0,0,0,0,0,1
385000.0,0,0,0,0,0,0,0,50271,1,9,0,0,0,0,0,0,0,0,1,3.0,0,0,1842,0,894.0,1,0,0,0,0
130000.0,0,0,0,0,0,0,0,7134,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1360,0,572.0,0,1,0,0,1
180500.0,0,0,0,0,0,0,0,10175,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1425,0,576.0,0,1,0,0,2
172500.0,0,0,0,0,0,0,0,2645,0,8,0,0,0,0,0,0,0,0,0,2.0,0,0,1739,0,480.0,1,0,0,0,2
196500.0,0,0,0,0,0,0,0,11645,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1720,0,565.0,1,0,0,0,2
438780.0,0,0,0,0,0,0,0,13682,0,10,0,0,0,0,1,0,1,1,1,3.0,0,0,2945,0,641.0,0,0,1,0,3
124900.0,0,0,0,0,0,0,0,7200,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,780,0,352.0,0,1,0,0,1
158000.0,0,0,0,0,0,0,0,13072,0,6,0,0,0,0,0,0,1,1,0,2.0,0,0,1158,0,576.0,0,1,0,0,1
101000.0,0,0,0,0,0,0,0,7200,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1111,0,288.0,0,1,0,0,1
202500.0,0,0,0,0,0,0,0,6442,0,8,0,0,1,0,0,0,0,0,0,2.0,0,0,1370,0,484.0,1,0,0,0,2
140000.0,0,0,0,0,0,0,0,10300,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1710,0,480.0,0,1,0,0,2
219500.0,0,0,0,0,0,0,0,9375,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,2034,0,645.0,0,1,0,0,2
317000.0,0,0,0,0,0,0,0,9591,0,8,0,0,1,0,0,0,0,0,1,3.0,0,0,2473,0,852.0,1,0,0,0,2
180000.0,0,0,0,0,0,0,0,19900,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,2207,0,576.0,0,1,0,0,2
226000.0,0,0,0,0,0,0,0,10665,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1479,0,558.0,1,0,0,0,2
80000.0,0,0,0,0,0,0,0,4608,0,4,0,0,0,0,0,0,0,0,0,1.0,0,0,747,0,220.0,0,1,0,0,1
225000.0,0,0,0,0,0,0,0,15593,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,2287,0,667.0,1,0,0,0,2
244000.0,0,0,0,0,0,0,0,13651,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,2223,0,516.0,0,1,0,0,2
129500.0,0,0,0,0,0,0,0,7599,0,4,0,0,0,0,0,0,0,0,0,2.0,0,0,845,0,360.0,0,1,0,0,1
185000.0,0,0,0,0,0,0,0,10141,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1718,0,427.0,0,1,0,0,2
144900.0,0,0,0,0,0,0,0,10200,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1086,0,490.0,0,1,0,0,1
107400.0,0,0,0,0,0,0,0,5790,0,3,0,0,0,0,0,0,0,0,0,1.0,0,0,1605,0,379.0,1,0,0,0,2
91000.0,0,0,0,0,0,0,0,1596,0,4,0,0,0,0,0,0,0,0,0,1.0,1,0,988,1,297.0,0,1,0,0,1
135750.0,0,0,0,0,0,0,0,8475,0,4,0,0,0,0,0,0,0,0,0,1.0,0,0,952,0,283.0,0,1,0,0,1
127000.0,0,0,0,0,0,0,0,8635,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1285,0,240.0,0,1,0,0,1
136500.0,0,0,0,0,0,0,0,10778,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,1768,0,0.0,0,1,0,0,2
110000.0,0,0,0,0,0,0,0,10440,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1230,0,440.0,0,1,0,0,1
193500.0,0,0,0,0,0,0,0,13000,0,6,0,0,0,0,0,0,0,0,0,1.0,0,0,2142,0,509.0,0,1,0,0,2
153500.0,0,0,0,0,0,0,0,4500,0,6,0,0,0,0,0,0,0,0,1,2.0,0,0,1337,0,405.0,0,1,0,0,2
245000.0,0,0,0,0,0,0,0,10206,0,8,0,0,0,0,0,0,0,0,0,3.0,0,0,1563,0,758.0,0,1,0,0,2
126500.0,0,0,0,0,0,0,0,8892,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1065,0,461.0,0,1,0,0,1
168500.0,0,0,0,0,0,0,0,8530,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1474,0,400.0,0,1,0,0,2
260000.0,0,0,0,0,0,0,0,16059,0,8,0,1,0,0,0,0,0,0,0,2.0,0,0,2417,0,462.0,1,0,0,0,2
174000.0,0,0,0,0,0,0,0,11911,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1560,0,400.0,1,0,0,0,2
164500.0,0,0,0,0,0,0,0,3951,0,6,0,0,0,0,0,0,1,1,0,2.0,0,0,1224,0,528.0,1,0,0,0,2
85000.0,0,0,0,0,0,0,0,8470,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,1526,0,0.0,0,0,0,0,1
123600.0,0,0,0,0,0,0,0,8070,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,990,0,0.0,0,1,0,0,1
109900.0,0,0,0,0,0,0,0,7200,0,4,0,0,0,0,0,0,0,0,0,2.0,0,0,1040,0,420.0,0,1,0,0,1
98600.0,0,0,0,0,0,0,0,8500,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1235,0,480.0,0,1,0,0,1
163500.0,0,0,0,0,0,0,0,13360,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,964,0,432.0,0,1,1,0,1
133900.0,0,0,0,0,0,0,0,7200,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,2291,0,506.0,0,1,0,0,2
204750.0,0,0,0,0,0,0,0,9337,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1786,0,684.0,0,1,0,0,2
185000.0,0,0,0,0,0,0,0,9765,0,6,0,0,0,0,1,0,0,0,0,2.0,0,0,1470,0,420.0,0,0,0,0,2
214000.0,0,0,0,0,0,0,0,10264,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1588,0,472.0,1,0,0,0,2
94750.0,0,0,0,0,0,0,0,10921,0,4,0,0,0,0,0,0,0,0,0,1.0,0,0,960,0,432.0,0,1,1,0,1
83000.0,0,0,0,0,0,0,0,10625,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,835,0,366.0,0,1,0,0,1
128950.0,0,0,0,0,0,0,0,9320,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,1225,0,0.0,0,1,0,0,1
205000.0,0,0,0,0,0,0,0,10603,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1610,0,480.0,0,1,0,0,2
178000.0,0,0,0,0,0,0,0,9206,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1732,0,476.0,1,0,0,0,2
118964.0,0,0,0,0,0,0,1,7018,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1535,0,410.0,0,1,0,0,2
198900.0,0,0,0,0,0,0,0,10402,0,7,0,0,0,0,0,0,0,0,0,3.0,0,0,1226,0,740.0,0,1,0,0,2
169500.0,0,0,0,0,0,0,0,7758,0,7,0,0,0,0,0,0,0,0,0,1.0,0,0,1818,0,240.0,0,1,0,0,1
250000.0,0,0,0,0,0,0,0,9375,0,8,0,0,0,0,0,0,0,0,1,2.0,0,0,1992,0,648.0,1,0,0,0,2
100000.0,0,0,0,0,0,0,0,10800,0,4,0,0,0,0,0,0,0,0,0,1.0,0,0,1047,0,273.0,0,1,0,0,1
115000.0,0,0,0,0,0,0,0,6000,0,5,0,0,0,0,0,0,1,0,0,1.0,0,0,789,0,250.0,0,1,0,0,1
115000.0,0,0,0,0,0,0,0,8500,0,5,0,0,0,0,0,0,0,0,0,0.0,1,0,1517,1,0.0,0,1,0,0,2
190000.0,0,0,0,0,0,0,0,11751,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1844,0,546.0,0,1,0,0,2
136900.0,0,0,0,0,0,0,0,9525,0,6,0,0,0,0,0,0,0,0,0,1.0,0,0,1855,0,325.0,0,1,0,0,2
180000.0,0,0,0,0,0,0,0,7750,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1430,0,400.0,0,1,0,0,2
383970.0,0,0,0,0,0,0,0,9965,0,7,1,0,0,0,0,0,1,1,1,3.0,0,0,2696,0,792.0,1,0,0,0,2
217000.0,0,0,0,0,0,0,0,21000,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,2259,0,450.0,0,1,0,0,2
259500.0,0,0,0,0,0,0,0,7259,0,6,0,0,0,0,0,0,0,0,0,1.0,0,0,2320,0,180.0,0,1,0,0,2
176000.0,0,0,0,0,0,0,0,3230,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1458,0,440.0,0,1,0,0,2
139000.0,0,0,0,0,0,0,0,11616,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1092,0,288.0,0,1,0,0,1
155000.0,0,0,0,0,0,0,0,8536,0,5,0,0,0,0,0,0,1,1,0,2.0,0,0,1125,0,430.0,0,1,0,0,1
320000.0,0,0,0,0,0,0,0,12376,0,7,0,0,0,0,0,0,0,0,0,3.0,0,0,3222,0,594.0,0,1,0,0,3
163990.0,0,0,0,0,0,0,0,8461,0,6,0,0,0,0,0,0,1,1,0,2.0,0,0,1456,0,390.0,1,0,0,0,2
180000.0,0,0,0,0,0,0,0,21453,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,988,0,540.0,0,1,0,0,1
100000.0,0,0,0,0,0,0,0,6060,0,4,0,0,0,0,0,0,0,0,0,1.0,0,0,1123,0,264.0,0,1,0,0,1
136000.0,0,0,0,0,0,0,0,9464,0,6,0,0,0,0,0,0,0,0,0,1.0,0,0,1080,0,288.0,0,1,0,0,1
153900.0,0,0,0,0,0,0,0,7892,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1199,0,530.0,1,0,0,0,2
181000.0,0,0,0,0,0,0,0,17043,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1586,0,435.0,0,1,0,0,2
84500.0,0,0,0,0,0,0,0,6780,0,6,0,0,0,0,0,0,0,0,0,0.0,0,0,754,0,0.0,0,1,0,0,1
128000.0,0,0,0,0,0,0,0,4928,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,958,0,440.0,0,1,0,0,2
87000.0,0,0,0,0,0,0,0,4388,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,840,0,0.0,0,1,0,0,1
155000.0,0,0,0,0,0,0,0,7590,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1348,0,453.0,0,1,0,0,1
150000.0,0,0,0,0,0,0,0,8973,0,5,1,0,0,0,0,0,0,0,0,2.0,0,0,1053,0,750.0,0,1,0,0,1
226000.0,0,0,0,0,0,0,0,14200,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,2157,0,487.0,0,1,0,0,2
244000.0,0,0,0,0,0,0,0,12224,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,2054,0,390.0,1,0,0,0,2
150750.0,0,0,0,0,0,0,0,7388,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1327,0,624.0,0,1,0,0,1
220000.0,0,0,0,0,0,0,0,6853,0,8,0,0,0,0,0,0,0,0,1,2.0,0,0,1296,0,471.0,1,0,0,0,2
180000.0,0,0,0,0,0,0,0,10335,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1721,0,440.0,0,1,0,0,2
174000.0,0,0,0,0,0,0,0,10400,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1682,0,530.0,0,1,0,0,2
143000.0,0,0,0,0,0,0,0,10355,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1214,0,318.0,0,1,0,0,2
171000.0,0,0,0,0,0,0,0,11070,0,7,0,0,0,0,0,0,0,0,0,3.0,0,0,1959,0,766.0,0,1,0,0,3
230000.0,0,0,0,0,0,0,0,9066,0,8,0,0,0,0,0,0,0,0,0,3.0,0,0,1852,0,660.0,1,0,0,0,2
231500.0,0,0,0,0,0,0,0,15426,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1764,0,470.0,0,1,0,0,2
115000.0,0,0,0,0,0,0,0,10500,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,864,0,0.0,0,1,0,0,1
260000.0,0,0,0,0,0,0,0,11645,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1734,0,660.0,1,0,0,0,2
166000.0,0,0,0,0,0,0,0,8520,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1385,0,720.0,0,1,0,0,2
204000.0,0,0,0,0,0,0,0,10335,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1501,0,577.0,1,0,0,0,2
125000.0,0,0,0,0,0,0,0,9100,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1728,0,504.0,0,1,0,0,2
130000.0,0,0,0,0,0,0,0,2522,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1709,0,380.0,1,0,0,0,2
105000.0,0,0,0,0,0,0,0,6120,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,875,0,180.0,0,1,0,0,1
222500.0,0,0,0,0,0,0,0,9505,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,2035,0,434.0,1,0,0,0,2
141000.0,0,0,0,0,0,0,0,7500,0,7,0,0,0,0,0,0,0,0,0,0.0,0,0,1080,0,0.0,0,1,0,0,1
115000.0,0,0,0,0,0,0,0,6240,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1344,0,240.0,0,1,0,0,1
122000.0,0,0,0,0,0,0,0,10356,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,969,0,440.0,0,1,0,0,1
372402.0,0,0,0,0,0,0,0,13891,0,8,0,0,1,0,0,0,1,1,1,3.0,0,0,1710,0,866.0,1,0,0,0,2
190000.0,0,0,0,0,0,0,0,14803,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1993,0,495.0,0,1,0,0,2
235000.0,0,0,0,0,0,0,0,13500,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1252,0,564.0,0,1,0,0,1
125000.0,0,0,0,0,0,0,0,11340,0,6,0,0,0,0,0,0,0,0,0,1.0,0,0,1200,0,312.0,0,1,0,0,1
79000.0,0,0,0,0,0,0,0,9600,0,6,0,0,0,0,0,1,0,0,0,0.0,0,0,1096,0,0.0,0,1,0,0,1
109500.0,0,0,0,0,0,0,0,7200,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1040,0,625.0,0,1,0,0,1
269500.0,0,0,0,0,0,0,0,12003,0,8,1,0,0,0,0,0,1,1,1,3.0,0,0,1968,0,680.0,1,0,0,0,2
254900.0,0,0,0,0,0,0,0,12552,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1947,0,678.0,1,0,0,0,2
320000.0,0,0,0,0,0,0,0,19378,0,7,0,0,0,0,0,0,1,1,0,2.0,0,0,2462,0,576.0,1,0,1,0,2
162500.0,0,0,0,0,0,0,0,11120,1,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1232,0,516.0,0,1,0,0,2
412500.0,0,0,0,0,0,0,0,13688,0,9,1,0,1,0,0,0,0,0,1,3.0,0,0,2668,0,726.0,1,0,0,0,2
220000.0,0,0,0,0,0,0,0,12182,0,7,0,0,1,0,0,0,1,1,0,2.0,0,0,1541,0,532.0,1,0,0,0,2
103200.0,0,0,0,0,0,0,0,5500,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,882,0,0.0,0,1,0,0,1
152000.0,0,0,0,0,0,0,0,5400,0,6,0,0,0,0,0,0,0,0,0,1.0,0,0,1616,0,216.0,0,1,0,0,2
127500.0,0,0,0,0,0,0,0,10106,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,1355,0,0.0,0,1,0,0,2
190000.0,0,0,0,0,0,0,0,10708,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1867,0,303.0,1,0,0,0,1
325624.0,0,0,0,0,0,0,0,10562,0,8,1,0,1,0,0,0,1,1,1,3.0,0,0,2161,0,789.0,1,0,0,0,1
183500.0,0,0,0,0,0,0,0,8244,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1720,0,440.0,1,0,0,0,2
228000.0,0,0,0,0,0,0,0,16669,0,8,0,0,0,0,0,0,0,0,0,2.0,0,0,1707,0,511.0,1,0,0,0,2
128500.0,0,0,0,0,0,0,0,12358,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1382,0,660.0,0,1,0,0,1
215000.0,0,0,0,0,0,0,0,31770,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1656,0,528.0,0,1,0,0,1
239000.0,0,0,0,0,0,0,0,5306,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1767,0,504.0,1,0,0,0,2
163000.0,0,0,0,0,0,0,0,10197,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1362,0,504.0,0,1,0,0,1
184000.0,0,0,0,0,0,0,0,12416,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1651,0,616.0,0,1,0,0,2
243000.0,0,0,0,0,0,0,0,12615,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,2158,0,576.0,0,1,0,0,2
211000.0,0,0,0,0,0,0,0,10029,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,2060,0,521.0,1,0,0,0,2
172500.0,0,0,0,0,0,0,0,13650,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1920,0,451.0,1,0,0,0,2
501837.0,0,0,0,0,0,0,0,17423,0,9,1,0,0,0,1,0,1,1,1,3.0,0,0,2234,0,1166.0,0,0,0,0,2
100000.0,0,0,0,0,0,0,0,8520,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,968,0,480.0,1,0,0,0,1
177000.0,0,0,0,0,0,0,0,2117,0,6,0,0,0,0,0,0,0,0,0,2.0,0,0,1525,0,440.0,1,0,0,0,2
200100.0,0,0,0,0,0,0,0,7588,0,7,0,0,0,0,0,0,0,0,0,1.0,0,0,1802,0,216.0,0,1,0,0,1
120000.0,0,0,0,0,0,0,0,9060,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1340,0,252.0,0,1,0,0,1
200000.0,0,0,0,0,0,0,0,11426,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,2082,0,484.0,0,1,0,0,2
127000.0,0,0,0,0,0,0,0,7438,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1252,0,576.0,0,1,0,0,1
475000.0,0,0,0,0,0,0,0,22950,0,10,1,0,0,0,0,0,0,0,0,3.0,0,0,3608,0,840.0,1,0,0,0,2
173000.0,0,0,0,0,0,0,0,9947,0,7,0,0,0,0,0,0,0,0,0,2.0,0,0,1217,0,497.0,0,1,0,0,2
135000.0,0,0,0,0,0,0,0,10410,0,5,0,0,0,0,0,0,0,0,0,1.0,0,0,1656,0,180.0,0,1,0,0,2
153337.0,0,0,0,0,0,0,1,7018,0,5,0,0,0,0,0,0,0,0,0,2.0,0,0,1224,0,528.0,0,1,0,0,0
